id_obat;nama_obat;kategori_penyakit;indikasi;satuan_tersedia;harga_mulai;harga_detail;aturan_pemakaian;dosis;efek_samping;interaksi_obat;jangka_waktu_penggunaan;komposisi;kontra_indikasi;stok;image
81;Alpara;Batuk Dan Flu;Untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk;Box, Strip;10500;"Strip: Rp10.500; Box: Rp109.000";Dikonsumsi sesudah makan;"Anak-anak 6-12 tahun: 12 kaplet, 3 kali sehari; Diatas 12 tahun dewasa: 1 kaplet, 3 kali sehari";"kantuk; gangguan pencernaan; gangguan psikomotor; takikardia; aritmia; mulut kering; palpitasi; retensi urin; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan fungsi hati";Penggunaan bersama anti depresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan fungsi hati;"Paracetamol 500 mg; Phenylpropanolamine HCI 12.5 mg; Dextromethorphan HBr 15 mg; Chlorphenamine Maleate 2 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Alpara%20obat%20kemasan
82;Bodrex Flu Batuk PE;Batuk Dan Flu;Meredakan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk tidak berdahak;Box, Strip;2000;"Strip: Rp2.000; Box: Rp50.500";dikonsumsi setelah makanan;Dewasa: 1 kaplet 3 kali sehari;"Gangguan pencernaan; insomnia; gelisah; eksitasi; tremor; takikardia; aritmia; mulut kering; palpitasi dan retensi urin; Penggunaan dosis besar dan jangka panjang dapat menyebabkan kerusakan fungsi hati";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;jika digunakan dalam jangka panjang dan dalam dosis yang tinggi, dapat menimbulkan risiko penyakit ginjal;"Paracetamol 500 mg; Phenylephrine HCI 10 mg; Dextromethorphan HBr 12 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat";;https://tse.mm.bing.net/th?q=Bodrex%20Flu%20Batuk%20PE%20obat%20kemasan
83;Panadol Cold Flu;Batuk Dan Flu;Untuk meringankan gejala-gejala flu seperti demam, sakit kepala dan hidung tersumbat yang disertai batuk tidak berdahak;Box, Strip;16000;"Strip: Rp16.000; Box: Rp157.500";Dikonsumsi sesudah makan;Dewasa: 1 kaplet 13 kali sehari. Jangan diberikan kepada anak-anak di bawah umur 12 tahun, kecuali atas petunjuk dokter.;"Kadang-kadang dapat menyebabkan tachycardia jantung berdebar, dyspepsia, nausea, kemerahan pada kulit, depresi pernafasan dan susunan saraf pusat, mengantuk, konstipasi, mual, pusing; Gangguan saluran pencernaan, gelisah, eksitasi, tremor; Dapat menyebabkan kantuk dan pusing; Serotonin syndrome sangat jarang terjadi merasa kebingungan, keletihan, berkeringat, genvetar, menggigil, kontraksi otot tiba-tiba atau peningkatan tekanan darah; Halusinasi sangat jarang terjadi. Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati";Penggunaan bersama antidepresan tipe penghambat Monoamin oksidase MAOIs dapat mengakibatkan krisis hipertensi, Sebelum menggunakan obat ini, konsultasikan dengan dokter atau farmasis mengenai obat lain yang anda konsumsi;tidak untuk digunakan dalam jangka panjang;"Paracetamol 500 mg; Pseudoephedrine HCI 30 mg; Dextromethorphan HBr 15 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Jika anda sedang mendapat terapi menggunakan amfetamin umumnya untuk mengatasi attention deficit disorder, penekan nafsu makan, atau obat lain yang mengandung antihistamin. Jika anda memiliki infeksi saluran pernafasan gangguan saluran pernafasan";;https://tse.mm.bing.net/th?q=Panadol%20Cold%20Flu%20obat%20kemasan
84;Paramex Flu Batuk PE;Batuk Dan Flu;Meringankan gejala flu demam, sakit kepala, hidung tersumbat dan batuk tidak berdahak;Box, Strip;3000;"Strip: Rp3.000; Box: Rp67.500";Sesudah makan;"Anak-anak 6-12 tahun: 3 x sehari 12 tablet; Dewasa: 3 kali sehari 1 tablet";"Mulut kering; gangguan pencernaan; aritmia; palpitasi; takikardia; tremor; gelisah; insomnia; retensi urin; dan eksitasi; Penggunaan Paracetamol dosis besar dan jangka panjang menyebabkan kerusakan hati";Penggunaan bersamaan antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;Jangan mengonsumsi produk Paramex lebih dari 5 hari kecuali disarankan oleh dokter;"Paracetamol 500 mg; Phenylephrine HCl 10 mg; Dextromethorphan HBr 15 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Paramex%20Flu%20Batuk%20PE%20obat%20kemasan
85;Procold Flu Batuk;Batuk Dan Flu;Untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan batuk tidak berdahak;Box, Strip;4500;"Strip: Rp4.500; Box: Rp103.000";Berikan setelah makan;"Dewasa anak 12 tahun: sehari 3 kall 1 kaplet; Anak 6-12 tahun: sehari 3 kali kaplet";"Gangguan pencernaan; gangguan psikomotor takikardi aritmla palpitasi; retensi urine; mengantuk; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati; mulut kering; Sakit kepala; Insomnia; eksitasi; gelisah; tremor dan sulit berkemih";Penggunaan bersama anti depresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;mengonsumsi Procold dalam dosis besar dan jangka panjang bisa menyebabkan gangguan hati yang bisa ditandai dengan mual, lemas, nyeri perut bagian atas, hilang nafsu makan, dan penyakit kuning;"Paracetamol 500 mg; Dextromethorphan HBr 10 mg; Phenylephrine HC 10 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita hipersensitif terhadap salah satu komponen obat";;https://tse.mm.bing.net/th?q=Procold%20Flu%20Batuk%20obat%20kemasan
86;Tuzalos;Batuk Dan Flu;Untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk;Box, Strip;5500;"Strip: Rp5.500; Box: Rp132.000";Dapat diberikan bersama atau tanpa makanan;"Dewasa: 1 kaplet, 3 kali sehari; Anak-anak 6-12 tahun: 1/2 kaplet, 3 kali sehari";"Mengantuk; pusing; mulut kering; kejang seperti epilepsi pada dosis besar; ruam kulit";Hindari penggunaan Tuzalos bersama dengan obat-obat berikut MAOI, dapat mengakibatkan krisis hipertensi. fluoxetine, paroxetine, quinidine, terbinafine;Penggunaan dalam jangka panjang dapat menyebabkan kerusakan hati;"Dextromethorphan Hydrobromide 10 mg; Phenylpropanolamine Hydrochloride 15 mg; Chlorphenamine Maleate 1 mg; Paracetamol 500 mg";Obat ini tidak dianjurkan untuk digunakan oleh penderita penyakit jantung, diabetes mellitus, dan disfungsi hati yang berat, serta pengguna obat anti depresan tipe penghambat monoamin oksidase MAOI;;https://tse.mm.bing.net/th?q=Tuzalos%20obat%20kemasan
87;Bodrex Flu Batuk Berdahak PE;Batuk Dan Flu;Meredakan gejala flu seperti , sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk berdahak;Box, Strip;2000;"Strip: Rp2.000; Box: Rp52.500";Berikan bersama makanan;Dewasa: 1 kaplet 3 kali sehari;"Gangguan pencemaan; Insomnia; gelisah; eksitasi; tremor; takikardia; aritmia; mulut kering; palpitasi dan retensi urin; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati; Gangguan sistem kekebalan tubuh jarang reaksi hipersensitivitas; belum ada data reaksi anafilaksis termasuk syok anafilaksis, angioederma dan prutitus; Gangguan kulit dan bawah kulit jarang ruam, urtikaria, belum ada data reaksi kulit serius eritema multiforme, sindroma Stevens-Johnsonnekrolisis epidermo toksis dan pustulosis exanthema akut";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;jika digunakan dalam jangka panjang dan dalam dosis yang tinggi, dapat menimbulkan risiko penyakit ginjal;"Paracetamol 400 mg; Phenylephrine HCI 10 mg; Guaifenesin 100 mg; Bromhexine HCl 8 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Bodrex%20Flu%20Batuk%20Berdahak%20PE%20obat%20kemasan
88;Decolsin Tablet;Batuk Dan Flu;Untuk meredakan batuk yang menyertai gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin;Box, Strip;3000;"Strip: Rp3.000; Box: Rp72.000";Dikonsumsi sebelum atau sesudah makan;Dewasa: 3 kali sehari 1 kapsul;"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardia; aritmia; mulut kering; palpitasi; retensi urin; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;penggunaan jangka panjang, dapat meningkatkan resiko kerusakan ginjal;"Paracetamol 400 mg; Pseudoephedrine HCI 30 mg; Chlorphenamine Maleate 1 mg; Dextromethorphan HBr 10 mg; Guaifenesin 50 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Decolsin%20Tablet%20obat%20kemasan
89;Decolgen Tablet;Flu;Untuk meredakan gejala flu seperti sakit kepala, demam, bersin-bersin dan hidung tersumbat;Box, Strip;2500;"Strip: Rp2.500; Box: Rp56.800";Dikonsumsi sesudah makan;"Dewasa: 1 tablet; Anak-anak 6-12 tahun: 12 tablet";"Mengantuk; gangguan pencernaan; mulut kering; palpitasi; psikomotor; takikardia; aritmia; retensi urin";Peningkatan risiko terjadinya efek_samping paracetamol jika dikonsumsi bersama metoclopramide, domperidone, probenecid, atau isoniazid;Penggunaan dosis besar dan jangka panjang dilaporkan bisa menyebabkan kerusakan hati;"Paracetamol 400 mg; Phenylpropanolamine HCI 12.5 mg; Chlorphenamine Maleate 1 mg";Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik, penderita tekanan darah tinggi berat, dan orang yang sedang terapi anti depresan MAOI;;https://tse.mm.bing.net/th?q=Decolgen%20Tablet%20obat%20kemasan
90;Inza;Flu;Untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin;Box, Strip;3000;"Strip: Rp3.000; Box: Rp67.000";sesudah makan;"Anak-anak 6-12 tahun: 3 x sehari 1/2 kaplet; Dewasa: 3 x sehari 1 kaplet";"Mengantuk; gangguan pencernaan; insomnia; gelisah; eksitasi; tremor; takikardi; aritmia ventrikel; mulut kering; palpitasi; sulit berkemih; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati";Penggunaan bersamaan dengan obat antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;tidak disarankan untuk penggunaan jangka panjang;"Paracetamol 600 mg; Pseudoephedrine HCl 30 mg; Chlorphenamine Maleate 1 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat";;https://tse.mm.bing.net/th?q=Inza%20obat%20kemasan
91;Mixagrip Flu;Flu;Untuk meringankan gejala-gejala flu seperti bersin - bersin, hidung tersumbat, demam, dan sakit kepala;Box, Strip;3000;"Strip: Rp3.000; Box: Rp74.000";Dikonsumsi sesudah makan;"Dewasa dan anak diatas 12 tahun: sehari 3-4 kali 1 kaplet; Anak 6-12 tahun: sehari 3-4 kali 1/2 kaplet";"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardi; aritmia; mulut kering; palpitasi; retensi urin; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati; Insomnia; gelisah; eksitasi; tremor; aritmia ventrikel dan palpitas?";Penggunaan bersama anti depresan tipe penghambat MAD dapat mengakibatkan krisis hipertensi;tidak untuk digunakan dalam jangka panjang;"Paracetamol 500 mg; Phenylephrine HCI 10 mg; Chlorphenamine Maleate 2 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita yang hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Mixagrip%20Flu%20obat%20kemasan
92;Dicom;Pilek;Meringankan bersin-bersin dan hidung tersumbat;Box, Strip, Tablet;2500;"Tablet: Rp2.500; Strip: Rp21.000; Box: Rp200.500";sesudah makan;"Dewasa: 1 tablet, 3x sehari; Anak-anak 6-12 tahun: 1/2 tablet, 3 kali sehari";"Mengantuk; gangguan pencernaan; sakit kepala; insomnia; eksitasi; tremor; takikardi; aritmia; mulut kering; palpitasi; sulit berkemih";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;tidak disarankan untuk penggunaan jangka panjang;"Pseudoefedrin HCI 30 mg; Triprolidine HCI 2.5 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Dicom%20obat%20kemasan
93;Grantusif;Batuk;Untuk mengobati batuk yang disertai alergi;Box, Strip;5500;"Strip: Rp5.500; Box: Rp54.500";Diberikan setelah makan;"Dewasa dan anak 12 tahun: 1-2 kaplet, 3 x sehari; Anak 6-12 tahun: 12 - 1 kaplet, 3x sehari";"Mulut terasa kering; ngantuk; mual; pusing; konstipasi";Karena mengandung dextromethorphan, Grantusif sebaiknya tidak digunakan bersama dengan obat-obatan ini paroxetine, fluoxetine, terbinafine, quinidine, obat golongan MAOI;tidak boleh dikonsumsin dalam jangka panjang;"Dextromethorphan HBr 15 mg; Guaifenesin 100 mg; Diphenhydramine HCI 5 mg";Hipersensitif terhadap salah satu komponen;;https://tse.mm.bing.net/th?q=Grantusif%20obat%20kemasan
94;Konidin;Batuk;Untuk meringankan batuk;Box, Strip;2500;"Strip: Rp2.500; Box: Rp128.000";Diberikan setelah makan;"Dewasa dan anak-anak diatas 12 tahun: 3 x sehari 1-2 tablet; Anak-anak 6-12 tahun: 3 x sehari 1 1/2-1 tablet";"Mengantuk; gangguan pencernaan; sakit kepala; insomnia; eksitasi; tremor; takikardi; aritmia; mulut kering; palpitasi; sulit berkemih";Dapat terjadi rangsangan SSP dan depresi pernapasan yang berat pada pemberian bersamaan dengan penghambat MAO;Penggunaannya harus tepat dosis dan tidak boleh digunakan dalam jangka waktu yang lama tanpa indikasi atau pengawasan yang ketat dari dokter;"Guaifenesin 100 mg; Dextromethorphan HBr 5 mg; Chlorphenamine Maleate 2 mg";Penderita yang hipersensitif terhadap komponen obat ini;;https://tse.mm.bing.net/th?q=Konidin%20obat%20kemasan
95;Komix;Batuk;Untuk meredakan batuk;Box, Sach;2000;"Sach: Rp2.000; Box: Rp49.500";Diberikan sesudah makan;Dewasa: 3x sehari 1-2 sachet;"Mengantuk; gangguan pencemaan; mulut kering; retensi urine";;tidak boleh dikonsumsin dalam jangka panjang;"Guaifenesin 100 mg; Dextromethorphan HBr 15 mg; Chlorphenamine Maleate 2 mg";Hipersensitif terhadap salah satu komponen obat ini;;https://tse.mm.bing.net/th?q=Komix%20obat%20kemasan
96;Komix Herbal Tube;Batuk;Membantu meredakan batuk berdahak;All;11000;All: Rp11.000;Sesudah makan. Kocok dahulu sebelum diminum;"Dewasa: 3 x sehari 1 tube botol; Anak anak: 12 dosis dewasa";Belum ada efek samping yang dilaporkan;Belum ada informasi terkait interaksi Komix Herbal dengan zat aktif lain;tidak boleh dikonsumsin dalam jangka panjang;"Vitex Negundo Folium Extract (Lagundi) 200 mg; Zingiberis Officinale Rosch Rhizoma Extract (Jahe Merah) 30 mg; Thymus Vulgaris Herba Extract (Thymi Herba) 100 mg; Glycyrrhiza Glabra Radix Extract (Licorice) 167 mg; Oleum Menthae Piperitae (Peppermint Oil) 11 mg; Mel Depuratum (Madu) 3000 mg; Potassium Sorbate, Sodium Benzoate (Pengawet); Acesulfame-K; Fructose; Sucrose dan Sucralose (Pemanis)";Obat Komix Herbal tidak boleh diberikan pada pasien yang hipersensitif terhadap salah satu komposisi di dalamnya;;https://tse.mm.bing.net/th?q=Komix%20Herbal%20Tube%20obat%20kemasan
97;Komix Herbal Kids Tube;Batuk;Membantu meredakan batuk berdahak pada anak;All;9500;All: Rp9.500;Sesudah makan. Kocok dahulu sebelum diminum;"Anak umur 2-6 tahun: 3 x sehari 12 tube; Anak umur 6-12 tahun: 3 x sehari 1 tube";Belum ada efek samping yang dilaporkan;Belum ada informasi terkait interaksi Komix Herbal dengan zat aktif lain;tidak boleh dikonsumsin dalam jangka panjang;"Vitex Negundo Folium Extract (Lagundi) 100 mg; Zingiberis Officinale Rosch Rhizoma Extract (Jahe Merah) 15 mg; Thymus Vulgaris Herba Extract (Thymi Herba) 50 mg; Glycyrrhiza Glabra Radix Extract (Licorice) 83.5 mg; Oleum Menthae Piperitae (Peppermint Oil) 5.5 mg; Mel Depuratum (Madu) 1500 mg; Potassium Sorbate; Sodium Benzoate (Pengawet); Fructose; rehalose (Pemanis); Caramel Colour (Pewarna); Strawberry Flavour (Perasa)";Obat Komix Herbal tidak boleh diberikan pada pasien yang hipersensitif terhadap salah satu komposisi di dalamnya;;https://tse.mm.bing.net/th?q=Komix%20Herbal%20Kids%20Tube%20obat%20kemasan
98;Komix Herbal Sachet;Batuk;Membantu meredakan batuk berdahak;Box, Pcs;2000;"Pcs: Rp2.000; Box: Rp11.500";Sesudah makan. Kocok dahulu sebelum diminum;"Dewasa: 3 x sehari 1 sachet; Anak anak: 12 dosis dewasa";Belum ada efek samping yang dilaporkan;Belum ada informasi terkait interaksi Komix Herbal dengan zat aktif lain;tidak boleh dikonsumsin dalam jangka panjang;"Vitex Negundo Folium Extract (Lagundi) 200 mg; Zingiberis Officinale Rosch Rhizoma Extract (Jahe Merah) 30 mg; Thymus Vulgaris Herba Extract (Thymi Herba) 100 mg; Glycyrrhiza Glabra Radix Extract (Licorice) 167 mg; Oleum Menthae Piperitae (Peppermint Oil) 11 mg; Mel Depuratum (Madu) 3000 mg; Potassium Sorbate; Sodium Benzoate (Pengawet); Sucrose; Sucralose; Fructose (Pemanis); Caramel Colour (Pewarna); Ginger Flavour; Warm Flavour; Mint Flavour (Perasa)";Obat Komix Herbal tidak boleh diberikan pada pasien yang hipersensitif terhadap salah satu komposisi di dalamnya;;https://tse.mm.bing.net/th?q=Komix%20Herbal%20Sachet%20obat%20kemasan
99;Flucadex Tablet;Batuk Dan Flu;Meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk;Box, Strip;6500;"Strip: Rp6.500; Box: Rp56.500";Berikan bersama makanan;"Dewasa: 1 kaplet 3 kali sehari; Anak 6-12 tahun: kaplet 3 kali sehari";"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardi; aritmia ventrikel; mulut kering; palpitasi; retensi urin; Penggunaan dosis besar dan jangka panjang menyebab kan kerusakan hati";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati;"Paracetamol 500 mg; Guaifenesin 50 mg; Phenylpropanolamine HCI 15 mg; Dextromethorphan HBr 15 mg; Chlorphenamine maleate 1 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Flucadex%20Tablet%20obat%20kemasan
